ENSGene,Control_1,Control_2,SHSY5Y_1,SHSY5Y_2
ENSG00000197894,6326,5796,5551,5541
ENSG00000197901,0,0,1,0
ENSG00000197903,431,438,430,420
ENSG00000197905,473,415,724,724
ENSG00000197912,2283,2026,2862,2842
ENSG00000197915,0,0,0,0
ENSG00000197919,0,0,0,0
ENSG00000197921,0,0,0,0
ENSG00000197927,0,0,0,0
ENSG00000197928,206,222,546,537
ENSG00000197930,1307,1605,1769,1744
ENSG00000197933,74,64,152,157
ENSG00000197934,0,0,0,0
ENSG00000197935,59,42,1,1
ENSG00000197937,266,355,647,652
ENSG00000197938,0,0,0,0
ENSG00000197943,26,37,9,9
ENSG00000197948,1161,1047,518,516
ENSG00000197951,0,0,0,0
ENSG00000197953,0,0,1,1
ENSG00000197956,406,322,601,603
ENSG00000197958,15625,15755,18446,18366
ENSG00000197959,35,49,95,96
ENSG00000197961,223,242,1467,1467
ENSG00000197965,7129,7770,5433,5429
ENSG00000197969,1620,1720,3260,3260
ENSG00000197971,336,385,30,32
ENSG00000197976,1606,1533,2686,2655
ENSG00000197977,41,52,983,990
ENSG00000197978,22,24,439,439
ENSG00000197980,22,13,56,55
ENSG00000197982,774,797,1114,1109
ENSG00000197984,0,0,0,0
ENSG00000197989,153,148,355,333
ENSG00000197990,0,0,0,0
ENSG00000197991,0,0,0,0
ENSG00000197992,1,0,0,0
ENSG00000197993,20,28,17,17
ENSG00000198000,860,907,1811,1790
ENSG00000198001,572,609,382,384
ENSG00000198003,13,3,82,77
ENSG00000198010,1,0,41,42
ENSG00000198015,505,545,2634,2626
ENSG00000198018,0,0,0,0
ENSG00000198019,0,0,0,0
ENSG00000198021,0,0,0,0
ENSG00000198022,0,0,0,0
ENSG00000198026,913,780,861,858
ENSG00000198028,14,18,49,49
ENSG00000198033,0,0,2,2
ENSG00000198034,0,0,0,0
ENSG00000198039,14,37,810,802
ENSG00000198040,650,772,2323,2322
ENSG00000198042,0,0,0,0
ENSG00000198046,366,339,511,518
ENSG00000198049,0,0,1,1
ENSG00000198053,2316,2349,159,159
ENSG00000198054,0,0,0,0
ENSG00000198055,310,300,2010,1993
ENSG00000198056,32,47,876,847
ENSG00000198060,649,636,2331,2343
ENSG00000198062,0,0,2,5
ENSG00000198064,11,7,23,34
ENSG00000198074,19,12,0,0
ENSG00000198075,19,11,544,546
ENSG00000198077,0,0,0,0
ENSG00000198081,288,279,387,378
ENSG00000198083,0,0,0,0
ENSG00000198087,496,546,766,749
ENSG00000198088,0,5,172,170
ENSG00000198089,336,272,1180,1173
ENSG00000198090,0,0,0,0
ENSG00000198092,0,0,0,0
ENSG00000198093,0,3,2,2
ENSG00000198099,0,0,0,0
ENSG00000198104,0,0,0,0
ENSG00000198105,404,386,1163,1141
ENSG00000198106,1,0,1,1
ENSG00000198108,29,46,0,0
ENSG00000198113,2289,2399,89,89
ENSG00000198121,4925,5268,292,293
ENSG00000198125,0,0,10,10
ENSG00000198128,0,0,0,0
ENSG00000198129,4,4,0,0
ENSG00000198130,405,380,1046,1046
ENSG00000198131,0,0,0,0
ENSG00000198133,48,63,25,24
ENSG00000198134,0,0,0,0
ENSG00000198142,1368,1248,648,648
ENSG00000198146,420,529,1404,1396
ENSG00000198153,0,0,0,0
ENSG00000198155,26,39,240,248
ENSG00000198156,0,0,0,0
ENSG00000198157,116,165,65,66
ENSG00000198160,627,860,1472,1465
ENSG00000198162,3131,3407,2667,2661
ENSG00000198168,78,80,1003,986
ENSG00000198169,883,793,1083,1078
ENSG00000198171,1157,948,981,974
ENSG00000198173,0,0,0,0
ENSG00000198176,3136,3100,5405,5387
ENSG00000198178,0,0,0,0
ENSG00000198182,14,13,29,29
ENSG00000198183,0,0,0,0
ENSG00000198185,202,206,1022,1018
ENSG00000198189,186,207,792,821
ENSG00000198198,1849,1865,1393,1363
ENSG00000198203,4,1,0,0
ENSG00000198205,99,99,127,131
ENSG00000198208,14,13,515,511
ENSG00000198211,0,0,0,0
ENSG00000198216,0,1,30,32
ENSG00000198217,0,0,0,0
ENSG00000198218,2761,2673,3339,3317
ENSG00000198221,0,0,3,1
ENSG00000198223,10,14,0,0
ENSG00000198225,2,6,8,4
ENSG00000198231,4786,4771,8147,8099
ENSG00000198237,8,4,17,17
ENSG00000198242,800,838,4662,4485
ENSG00000198246,181,176,361,358
ENSG00000198251,0,0,0,0
ENSG00000198252,486,439,533,527
ENSG00000198258,622,615,3575,3535
ENSG00000198261,0,0,0,0
ENSG00000198265,1512,1654,3698,3675
ENSG00000198270,167,161,297,291
ENSG00000198271,0,0,0,0
ENSG00000198276,698,613,1712,1692
ENSG00000198277,0,0,0,0
ENSG00000198283,0,0,0,0
ENSG00000198284,0,0,0,0
ENSG00000198286,2,0,47,48
ENSG00000198298,25,27,298,291
ENSG00000198300,0,0,0,0
ENSG00000198301,786,956,2009,1970
ENSG00000198312,0,1,0,0
ENSG00000198315,1310,1447,2493,2490
ENSG00000198324,589,664,1145,1127
ENSG00000198326,2,0,0,0
ENSG00000198331,6,4,25,22
ENSG00000198336,7,1,0,0
ENSG00000198342,16,20,53,50
ENSG00000198346,87,101,292,289
ENSG00000198353,93,86,817,807
ENSG00000198354,0,0,0,0
ENSG00000198355,584,683,1911,1910
ENSG00000198356,1474,1402,2460,2432
ENSG00000198358,0,0,0,0
ENSG00000198363,21044,20474,2976,2981
ENSG00000198367,0,0,0,0
ENSG00000198369,1698,1736,2803,2812
ENSG00000198373,1258,1309,1464,1445
ENSG00000198380,3223,3369,1507,1502
ENSG00000198382,792,846,696,684
ENSG00000198390,0,0,0,0
ENSG00000198393,205,204,750,746
ENSG00000198398,0,0,0,0
ENSG00000198399,915,1003,1056,1044
ENSG00000198400,0,0,979,968
ENSG00000198406,0,0,0,0
ENSG00000198408,3795,3911,3398,3390
ENSG00000198414,0,0,0,0
ENSG00000198416,9,7,48,52
ENSG00000198417,2,0,20,19
ENSG00000198420,883,786,4861,4803
ENSG00000198429,373,423,787,767
ENSG00000198431,14571,14362,7202,7150
ENSG00000198435,0,2,427,431
ENSG00000198440,148,182,229,225
ENSG00000198443,0,0,0,0
ENSG00000198445,0,0,0,0
ENSG00000198452,0,0,0,0
ENSG00000198453,178,194,618,617
ENSG00000198454,0,0,0,0
ENSG00000198455,304,329,362,345
ENSG00000198464,1,2,29,32
ENSG00000198466,0,0,0,0
ENSG00000198467,28171,25339,1626,1601
ENSG00000198468,34,23,237,233
ENSG00000198471,1,0,0,0
ENSG00000198478,116,148,1130,1113
ENSG00000198482,49,107,192,189
ENSG00000198483,106,85,0,0
ENSG00000198488,0,0,0,0
ENSG00000198491,0,0,0,0
ENSG00000198492,1857,1839,3967,3951
ENSG00000198496,0,0,0,0
ENSG00000198498,284,302,936,938
ENSG00000198502,0,0,0,0
ENSG00000198513,327,354,661,665
ENSG00000198515,0,0,0,0
ENSG00000198517,903,973,373,369
ENSG00000198520,90,70,54,50
ENSG00000198521,94,79,1415,1397
ENSG00000198522,475,517,1624,1629
ENSG00000198523,0,0,0,0
ENSG00000198526,0,0,0,0
ENSG00000198535,0,1,3,3
ENSG00000198538,200,279,665,660
ENSG00000198542,1383,1281,18,17
ENSG00000198546,0,0,0,0
ENSG00000198547,0,0,0,0
ENSG00000198551,236,212,779,778
ENSG00000198553,0,0,0,0
ENSG00000198554,187,199,1965,1960
ENSG00000198555,0,0,0,0
ENSG00000198556,20,19,55,48
ENSG00000198561,36,46,50,52
ENSG00000198563,0,0,0,0
ENSG00000198569,39,19,131,128
ENSG00000198570,0,0,1276,1262
ENSG00000198573,0,0,0,0
ENSG00000198574,2,1,0,0
ENSG00000198576,4,6,491,499
ENSG00000198580,0,0,0,0
ENSG00000198585,1923,1829,1903,1891
ENSG00000198586,1356,1383,1893,1889
ENSG00000198589,1248,1348,1754,1752
ENSG00000198590,55,40,21,21
ENSG00000198597,68,50,2226,2203
ENSG00000198598,1511,1573,438,437
ENSG00000198601,0,0,0,0
ENSG00000198604,855,950,3755,3753
ENSG00000198610,2,1,0,0
ENSG00000198612,1245,1381,2732,2725
ENSG00000198618,140,103,763,714
ENSG00000198624,113,117,31,32
ENSG00000198625,417,423,2245,2237
ENSG00000198626,0,0,91,93
ENSG00000198633,4,0,1,0
ENSG00000198642,1213,1194,2044,2039
ENSG00000198643,0,0,0,0
ENSG00000198646,572,626,984,975
ENSG00000198648,1095,1170,2519,2522
ENSG00000198650,0,0,0,0
ENSG00000198658,0,0,0,0
ENSG00000198663,6258,6131,3773,3759
ENSG00000198668,2842,2691,7657,7617
ENSG00000198670,1,0,0,0
ENSG00000198671,0,0,0,0
ENSG00000198673,15,9,18,19
ENSG00000198674,0,0,0,0
ENSG00000198677,3381,3730,4592,4595
ENSG00000198678,0,0,0,0
ENSG00000198680,248,236,634,618
ENSG00000198681,0,0,7,7
ENSG00000198682,7445,7051,461,467
ENSG00000198685,1,0,0,0
ENSG00000198689,826,860,1001,1009
ENSG00000198690,796,752,1513,1505
ENSG00000198691,172,151,2,2
ENSG00000198692,205,241,0,0
ENSG00000198695,17068,18974,11171,10957
ENSG00000198700,3306,3310,9338,9327
ENSG00000198703,0,0,0,0
ENSG00000198704,0,0,0,0
ENSG00000198707,480,643,1646,1650
ENSG00000198711,0,0,0,0
ENSG00000198712,80125,91032,96314,95890
ENSG00000198715,2078,2180,663,648
ENSG00000198718,107,133,114,114
ENSG00000198719,56,63,36,36
ENSG00000198720,0,0,0,0
ENSG00000198721,14,12,35,38
ENSG00000198722,1489,1365,2143,2131
ENSG00000198723,4,1,20,21
ENSG00000198727,54528,65496,36721,36697
ENSG00000198728,4442,4180,4621,4626
ENSG00000198729,1,1,0,0
ENSG00000198730,1866,1866,4397,4374
ENSG00000198732,0,0,25,23
ENSG00000198734,2,0,0,0
ENSG00000198736,515,427,830,823
ENSG00000198738,0,0,0,0
ENSG00000198739,0,0,0,0
ENSG00000198740,3,1,23,24
ENSG00000198742,272,286,426,437
ENSG00000198743,0,0,0,0
ENSG00000198744,0,0,0,0
ENSG00000198746,279,284,367,370
ENSG00000198752,4296,4200,4761,4727
ENSG00000198753,206,187,346,349
ENSG00000198754,0,0,0,0
ENSG00000198755,9839,9683,16835,16740
ENSG00000198756,294,277,260,259
ENSG00000198758,0,0,0,0
ENSG00000198759,3,8,0,0
ENSG00000198763,27398,32866,43709,43481
ENSG00000198765,0,0,0,0
ENSG00000198768,283,287,10,10
ENSG00000198771,0,4,1,1
ENSG00000198774,1,3,10,10
ENSG00000198780,61,48,548,528
ENSG00000198783,0,0,0,0
ENSG00000198785,28,28,21,21
ENSG00000198786,60576,71665,48613,48793
ENSG00000198787,0,0,0,0
ENSG00000198788,2,0,0,0
ENSG00000198791,1095,1249,5627,5610
ENSG00000198792,6088,6223,669,654
ENSG00000198793,2928,2872,3788,3731
ENSG00000198794,527,491,3311,3274
ENSG00000198795,1262,1294,788,792
ENSG00000198796,10063,9311,109,110
ENSG00000198797,2,6,26,26
ENSG00000198798,0,0,0,0
ENSG00000198799,458,452,459,446
ENSG00000198804,268672,278799,150430,149635
ENSG00000198805,27,30,351,333
ENSG00000198807,0,0,0,0
ENSG00000198812,0,0,0,0
ENSG00000198814,119,107,221,231
ENSG00000198815,1514,1696,3102,3055
ENSG00000198816,731,844,711,687
ENSG00000198818,661,672,883,872
ENSG00000198821,0,3,12,12
ENSG00000198822,0,1,156,153
ENSG00000198824,1422,1560,1983,1934
ENSG00000198825,674,740,3975,3937
ENSG00000198826,98,84,884,898
ENSG00000198829,0,0,0,0
ENSG00000198830,1577,1343,13754,13463
ENSG00000198832,3370,3497,490,488
ENSG00000198833,2500,2538,2338,2327
ENSG00000198835,31,39,68,71
ENSG00000198836,1285,1466,3884,3841
ENSG00000198837,650,609,2063,2068
ENSG00000198838,54,53,38,37
ENSG00000198839,83,86,241,255
ENSG00000198840,4267,4133,21444,21315
ENSG00000198841,0,0,0,0
ENSG00000198842,0,0,0,0
ENSG00000198843,1314,1393,1384,1379
ENSG00000198844,0,0,0,0
ENSG00000198846,606,614,1251,1249
ENSG00000198848,25,39,0,0
ENSG00000198851,0,0,0,0
ENSG00000198853,3126,3117,1490,1468
ENSG00000198854,0,0,0,0
ENSG00000198855,296,349,92,92
ENSG00000198856,2093,2564,2381,2375
ENSG00000198857,47,48,50,55
ENSG00000198858,1278,1326,1264,1231
ENSG00000198860,714,705,1837,1835
ENSG00000198862,877,1012,2725,2720
ENSG00000198863,515,446,907,885
ENSG00000198865,12,10,320,339
ENSG00000198868,0,0,0,0
ENSG00000198870,68,53,123,121
ENSG00000198873,1916,1867,1269,1250
ENSG00000198874,511,498,1170,1179
ENSG00000198876,428,381,954,957
ENSG00000198879,30,31,1125,1117
ENSG00000198881,0,0,0,0
ENSG00000198883,0,0,0,0
ENSG00000198885,40,33,999,976
ENSG00000198886,111432,127950,91266,90960
ENSG00000198887,926,1281,1923,1914
ENSG00000198888,34758,38038,34620,35630
ENSG00000198889,0,0,0,0
ENSG00000198890,363,369,2247,2241
ENSG00000198892,696,830,349,343
ENSG00000198894,0,0,0,0
ENSG00000198898,1612,1957,3496,3514
ENSG00000198899,57188,66474,44967,43645
ENSG00000198900,643,812,2150,2165
ENSG00000198901,2,3,3,3
ENSG00000198908,0,0,0,0
ENSG00000198909,311,275,429,425
ENSG00000198910,19939,19680,5311,5286
ENSG00000198911,11533,11362,4886,4822
ENSG00000198912,535,517,927,920
ENSG00000198914,0,0,0,0
ENSG00000198915,37,25,5,5
ENSG00000198917,0,0,0,0
ENSG00000198918,502,538,2932,3034
ENSG00000198919,526,655,2306,2299
ENSG00000198920,933,882,1215,1218
ENSG00000198923,0,0,0,0
ENSG00000198924,174,199,1359,1353
ENSG00000198925,1189,1116,605,598
ENSG00000198929,56,76,73,76
ENSG00000198930,0,0,476,470
ENSG00000198931,710,729,1984,1986
ENSG00000198932,0,0,0,0
ENSG00000198933,856,815,2117,2108
ENSG00000198934,81,98,328,319
ENSG00000198937,112,137,1177,1176
ENSG00000198938,96821,100657,75100,74782
ENSG00000198939,33,20,44,45
ENSG00000198944,0,0,22,22
ENSG00000198945,502,500,250,237
ENSG00000198947,261,323,179,181
ENSG00000198948,5,0,69,65
ENSG00000198951,1507,1604,457,452
ENSG00000198952,3524,3721,6070,6065
ENSG00000198954,1083,1100,1119,1115
ENSG00000198959,5787,6048,1177,1160
ENSG00000198960,422,421,354,369
ENSG00000198961,2959,3201,4265,4270
ENSG00000198963,3,6,1323,1327
ENSG00000198964,927,914,391,394
ENSG00000198965,0,0,0,0
ENSG00000198967,0,0,0,0
ENSG00000198972,0,0,0,0
ENSG00000198973,0,0,0,1
ENSG00000198974,0,0,0,0
ENSG00000198975,0,0,0,0
ENSG00000198976,0,0,0,0
ENSG00000198982,0,0,0,0
ENSG00000198983,0,0,0,0
ENSG00000198984,0,0,0,0
ENSG00000198987,0,0,0,0
ENSG00000198995,0,0,0,0
ENSG00000198997,0,0,0,0
ENSG00000199001,0,0,0,0
ENSG00000199005,0,0,0,0
ENSG00000199012,0,0,0,0
ENSG00000199015,1,0,0,0
ENSG00000199017,0,0,0,0
ENSG00000199020,0,0,0,0
ENSG00000199023,0,0,0,0
ENSG00000199024,0,0,0,0
ENSG00000199025,0,0,0,0
ENSG00000199030,0,0,0,0
ENSG00000199031,0,0,0,0
ENSG00000199032,0,0,0,0
ENSG00000199035,0,0,0,0
ENSG00000199036,2,0,1,1
ENSG00000199038,0,0,0,0
ENSG00000199043,0,0,0,0
ENSG00000199047,0,0,0,0
ENSG00000199051,0,0,0,0
ENSG00000199053,0,0,0,0
ENSG00000199059,0,0,0,0
ENSG00000199065,0,0,0,0
ENSG00000199069,0,0,0,0
ENSG00000199072,0,0,0,0
ENSG00000199075,0,0,0,0
ENSG00000199077,0,0,0,0
ENSG00000199080,0,0,0,0
ENSG00000199082,0,0,0,0
ENSG00000199085,0,0,0,0
ENSG00000199088,0,0,0,0
ENSG00000199090,0,0,0,0
ENSG00000199092,3,6,0,0
ENSG00000199094,0,0,0,0
ENSG00000199095,0,0,0,0
ENSG00000199102,0,0,0,0
ENSG00000199104,0,0,0,0
ENSG00000199107,2,0,0,0
ENSG00000199109,0,0,0,0
ENSG00000199121,0,0,0,0
ENSG00000199122,0,0,0,0
ENSG00000199127,0,0,0,0
ENSG00000199130,0,0,0,0
ENSG00000199132,0,0,0,0
ENSG00000199133,0,0,0,0
ENSG00000199135,0,0,0,0
ENSG00000199143,0,0,0,0
ENSG00000199145,0,0,0,0
ENSG00000199150,0,0,0,0
ENSG00000199151,0,0,0,0
ENSG00000199153,0,0,0,0
ENSG00000199156,0,0,0,0
ENSG00000199157,0,0,0,0
ENSG00000199158,0,0,0,0
ENSG00000199161,0,0,0,0
ENSG00000199165,0,0,0,0
ENSG00000199168,0,0,0,0
ENSG00000199169,0,0,0,0
ENSG00000199172,0,0,0,0
ENSG00000199177,0,0,0,0
ENSG00000199179,0,0,0,0
ENSG00000199196,0,0,0,0
ENSG00000199197,0,0,0,0
ENSG00000199200,0,0,0,0
ENSG00000199201,0,0,0,0
ENSG00000199202,0,0,0,0
ENSG00000199203,0,0,0,0
ENSG00000199204,0,0,0,0
ENSG00000199212,0,0,0,0
ENSG00000199217,0,0,0,0
ENSG00000199218,0,0,0,0
ENSG00000199219,0,0,0,0
ENSG00000199220,0,0,0,0
ENSG00000199222,0,0,0,0
ENSG00000199223,0,0,0,0
ENSG00000199224,0,0,0,0
ENSG00000199226,0,0,0,0
ENSG00000199231,0,0,0,0
ENSG00000199237,0,0,0,0
ENSG00000199240,0,0,0,0
ENSG00000199241,0,0,0,0
ENSG00000199245,0,0,0,0
ENSG00000199246,0,0,0,0
ENSG00000199248,0,0,0,0
ENSG00000199251,0,0,0,0
ENSG00000199260,0,0,0,0
ENSG00000199263,0,0,0,0
ENSG00000199266,0,0,0,0
ENSG00000199270,0,0,0,0
ENSG00000199272,0,0,0,0
ENSG00000199273,0,0,0,0
ENSG00000199276,0,0,0,0
ENSG00000199279,0,0,0,0
ENSG00000199282,0,0,0,0
ENSG00000199283,0,0,0,0
ENSG00000199285,0,0,0,0
ENSG00000199286,0,0,0,0
ENSG00000199289,0,0,0,0
ENSG00000199290,0,0,0,0
ENSG00000199291,0,0,0,0
ENSG00000199293,0,0,0,0
ENSG00000199295,0,0,0,0
ENSG00000199299,0,0,0,0
ENSG00000199301,0,0,0,0
ENSG00000199303,0,0,0,0
ENSG00000199306,0,0,0,0
ENSG00000199308,0,0,0,0
ENSG00000199311,0,0,0,0
ENSG00000199313,0,0,0,0
ENSG00000199315,0,0,0,0
ENSG00000199318,0,0,0,0
ENSG00000199319,0,0,0,0
ENSG00000199321,0,0,0,0
ENSG00000199322,0,0,0,0
ENSG00000199325,0,0,3,0
ENSG00000199326,0,0,0,0
ENSG00000199327,0,0,0,0
ENSG00000199331,0,0,0,0
ENSG00000199332,0,0,0,0
ENSG00000199334,0,0,0,0
ENSG00000199335,0,0,0,0
ENSG00000199337,0,0,0,0
ENSG00000199347,0,0,0,0
ENSG00000199348,0,0,0,0
ENSG00000199349,0,1,1,3
ENSG00000199350,0,0,0,0
ENSG00000199352,0,0,0,0
ENSG00000199354,0,0,0,0
ENSG00000199357,0,0,0,0
ENSG00000199360,0,0,0,0
ENSG00000199361,0,0,0,0
ENSG00000199362,0,0,0,0
ENSG00000199363,0,0,0,0
ENSG00000199364,0,0,0,0
ENSG00000199366,0,0,0,0
ENSG00000199368,0,0,0,0
ENSG00000199370,0,0,0,0
ENSG00000199373,0,0,0,0
ENSG00000199377,0,0,0,0
ENSG00000199378,0,0,0,0
ENSG00000199381,0,0,0,0
ENSG00000199385,0,0,0,0
ENSG00000199390,0,0,0,0
ENSG00000199392,0,0,0,0
ENSG00000199394,0,0,0,0
ENSG00000199395,0,0,0,0
ENSG00000199396,0,0,0,0
ENSG00000199398,0,0,0,0
ENSG00000199400,0,0,0,0
ENSG00000199402,0,0,0,0
ENSG00000199405,0,0,0,0
ENSG00000199407,0,0,0,0
ENSG00000199409,0,0,0,0
ENSG00000199410,0,0,0,0
ENSG00000199411,0,0,0,0
ENSG00000199415,0,0,0,0
ENSG00000199420,0,0,0,0
ENSG00000199422,0,0,0,0
ENSG00000199424,0,0,0,0
ENSG00000199426,0,0,0,0
ENSG00000199436,0,0,0,0
ENSG00000199440,0,0,0,0
ENSG00000199442,0,0,0,0
ENSG00000199444,0,0,0,0
ENSG00000199446,0,0,0,0
ENSG00000199448,0,0,0,0
ENSG00000199450,0,0,0,0
ENSG00000199453,0,0,0,0
ENSG00000199454,0,0,0,0
ENSG00000199455,0,0,0,0
ENSG00000199458,1,1,0,0
ENSG00000199459,0,0,0,0
ENSG00000199460,0,0,0,0
ENSG00000199461,0,0,0,0
ENSG00000199466,0,0,0,0
ENSG00000199468,0,0,0,0
ENSG00000199469,0,0,1,1
ENSG00000199470,0,0,0,0
ENSG00000199471,0,0,0,0
ENSG00000199472,0,0,0,0
ENSG00000199473,0,0,0,0
ENSG00000199474,0,0,0,0
ENSG00000199475,0,0,0,0
ENSG00000199476,0,0,0,0
ENSG00000199477,0,0,0,0
ENSG00000199480,0,0,0,0
ENSG00000199482,0,0,0,0
ENSG00000199483,0,0,0,0
ENSG00000199487,0,0,0,0
ENSG00000199488,0,0,0,0
ENSG00000199489,0,0,0,0
ENSG00000199490,0,0,0,0
ENSG00000199492,0,0,0,0
ENSG00000199497,0,0,0,0
ENSG00000199506,0,0,0,0
ENSG00000199508,0,0,0,0
ENSG00000199509,0,0,0,0
ENSG00000199512,0,0,0,0
ENSG00000199514,0,0,0,0
ENSG00000199515,0,0,0,0
ENSG00000199516,0,0,0,0
ENSG00000199520,0,0,0,0
ENSG00000199523,0,0,0,0
ENSG00000199525,0,0,0,0
ENSG00000199529,0,0,0,0
ENSG00000199530,0,0,0,0
ENSG00000199535,0,0,0,0
ENSG00000199536,0,0,0,0
ENSG00000199540,0,0,0,0
ENSG00000199545,0,0,0,0
ENSG00000199546,0,0,0,0
ENSG00000199550,0,0,0,0
ENSG00000199551,0,0,0,0
ENSG00000199552,0,0,0,0
ENSG00000199556,0,0,0,0
ENSG00000199562,0,0,0,0
ENSG00000199564,0,0,0,0
ENSG00000199565,0,0,0,0
ENSG00000199566,0,0,0,0
ENSG00000199567,0,0,0,0
ENSG00000199568,0,0,0,0
ENSG00000199570,0,0,0,0
ENSG00000199571,0,0,0,0
ENSG00000199572,0,0,12,13
ENSG00000199574,0,0,0,0
ENSG00000199575,0,0,0,0
ENSG00000199577,0,0,0,0
ENSG00000199580,0,0,0,0
ENSG00000199584,0,0,0,0
ENSG00000199585,0,0,0,0
ENSG00000199591,0,0,0,0
ENSG00000199592,0,0,0,0
ENSG00000199593,0,0,0,0
ENSG00000199594,0,0,0,0
ENSG00000199595,0,0,0,0
ENSG00000199598,0,0,0,0
ENSG00000199601,0,0,0,0
ENSG00000199603,0,0,0,0
ENSG00000199605,0,0,0,0
ENSG00000199609,0,0,0,0
ENSG00000199620,0,0,0,0
ENSG00000199622,0,0,0,0
ENSG00000199626,0,0,0,0
ENSG00000199627,0,0,0,0
ENSG00000199629,0,0,0,0
ENSG00000199630,0,0,0,0
ENSG00000199631,0,0,0,0
ENSG00000199633,0,0,0,0
ENSG00000199634,0,0,0,0
ENSG00000199635,0,0,0,0
ENSG00000199636,0,0,0,0
ENSG00000199638,0,0,0,0
ENSG00000199640,0,0,0,0
ENSG00000199643,0,0,0,0
ENSG00000199645,0,0,0,0
ENSG00000199646,0,0,0,0
ENSG00000199652,0,0,0,0
ENSG00000199664,0,0,0,0
ENSG00000199666,0,0,0,0
ENSG00000199667,0,0,0,0
ENSG00000199668,0,0,0,0
ENSG00000199672,0,0,0,0
ENSG00000199673,0,0,0,0
ENSG00000199674,0,0,0,0
ENSG00000199676,0,0,0,0
ENSG00000199677,0,0,0,0
ENSG00000199683,0,0,0,0
ENSG00000199687,0,0,0,0
ENSG00000199691,0,0,0,0
ENSG00000199695,0,0,0,0
ENSG00000199697,0,0,0,0
ENSG00000199698,0,0,0,0
ENSG00000199700,0,0,0,0
ENSG00000199701,0,0,0,0
ENSG00000199702,0,0,0,0
ENSG00000199704,0,0,0,0
ENSG00000199705,0,0,0,0
ENSG00000199709,0,0,0,0
ENSG00000199710,0,0,0,0
ENSG00000199711,0,0,0,0
ENSG00000199712,0,0,0,0
ENSG00000199713,0,0,0,0
ENSG00000199715,0,0,0,0
ENSG00000199716,0,0,0,0
ENSG00000199719,0,0,0,0
ENSG00000199728,0,0,0,0
ENSG00000199730,0,0,0,0
ENSG00000199731,0,0,0,0
ENSG00000199732,0,0,0,0
ENSG00000199733,0,0,0,0
ENSG00000199735,0,0,0,0
ENSG00000199739,0,0,0,0
ENSG00000199740,0,0,0,0
ENSG00000199744,0,0,0,0
ENSG00000199751,0,0,0,0
ENSG00000199753,0,0,0,0
ENSG00000199755,0,0,0,0
ENSG00000199756,0,0,0,0
ENSG00000199762,0,0,0,0
ENSG00000199764,0,0,0,0
ENSG00000199765,0,0,0,0
ENSG00000199767,0,0,0,0
ENSG00000199771,0,0,0,0
ENSG00000199773,0,0,0,0
ENSG00000199780,0,0,0,0
ENSG00000199781,0,0,0,0
ENSG00000199782,0,0,0,0
ENSG00000199783,0,0,0,0
ENSG00000199784,0,0,0,0
ENSG00000199785,0,0,0,0
ENSG00000199786,0,0,0,0
ENSG00000199787,0,0,0,0
ENSG00000199788,0,0,0,0
ENSG00000199790,0,0,0,0
ENSG00000199791,0,0,0,0
ENSG00000199792,0,0,0,0
ENSG00000199796,0,0,0,0
ENSG00000199797,0,0,0,0
ENSG00000199798,0,0,0,0
ENSG00000199801,0,0,0,0
ENSG00000199803,0,0,0,0
ENSG00000199804,0,0,0,0
ENSG00000199805,0,0,0,0
ENSG00000199806,0,0,0,0
ENSG00000199809,0,0,0,0
ENSG00000199812,0,0,0,0
ENSG00000199814,0,0,0,0
ENSG00000199815,0,0,0,0
ENSG00000199824,0,0,0,0
ENSG00000199827,0,0,0,0
ENSG00000199831,0,0,0,0
ENSG00000199832,0,0,0,0
ENSG00000199833,0,0,0,0
ENSG00000199836,0,0,0,0
ENSG00000199839,0,0,0,0
ENSG00000199840,0,0,0,0
ENSG00000199843,0,0,0,0
ENSG00000199845,0,0,0,0
ENSG00000199846,0,0,0,0
ENSG00000199849,0,0,0,0
ENSG00000199851,0,0,0,0
ENSG00000199855,0,0,0,0
ENSG00000199856,0,0,0,0
ENSG00000199857,0,0,0,0
ENSG00000199858,0,0,0,0
ENSG00000199859,0,0,0,0
ENSG00000199862,0,0,0,0
ENSG00000199865,0,0,0,0
ENSG00000199866,0,0,0,0
ENSG00000199867,0,0,0,0
ENSG00000199870,0,0,0,0
ENSG00000199872,0,0,0,0
ENSG00000199874,0,0,0,0
ENSG00000199875,0,0,0,0
ENSG00000199878,0,0,0,0
ENSG00000199879,0,0,0,0
ENSG00000199880,0,0,0,0
ENSG00000199881,0,0,0,0
ENSG00000199883,0,0,0,0
ENSG00000199884,0,0,0,0
ENSG00000199885,0,0,0,0
ENSG00000199886,0,0,0,0
ENSG00000199890,0,0,0,0
ENSG00000199892,0,0,0,0
ENSG00000199894,0,0,0,0
ENSG00000199895,0,0,0,0
ENSG00000199899,0,0,0,0
ENSG00000199901,0,0,0,0
ENSG00000199903,0,0,0,0
ENSG00000199905,0,0,0,0
